cow,variable,std,mean,cv,std_fg,mean_fg,cv_fg,feature
1081,lf,23.785610797909857,759.177569393688,0.031330760755887546,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1081,rb,8.56202455545839,430.0116923181732,0.019911143600074944,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1081,rf,14.463991725979989,705.2227035767409,0.02050982144026514,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1081,udder,6.678700784994984,1175.7573119618314,0.005680339570970743,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1084,lb,13.349128218231586,478.1033706782336,0.027921008377946845,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1084,lf,16.900996406574908,584.505720726785,0.028915023082340247,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1084,rb,20.56991392541259,420.7683953460187,0.048886546976744605,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1084,rf,9.341349840948633,566.3145390259328,0.016494985025487525,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1084,udder,9.015602083210354,1015.4461895012187,0.008878463651174628,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1089,lb,16.1670401521059,439.5216331189404,0.03678326374376864,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1089,lf,20.56506842466451,667.907920777985,0.030790274804212737,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1089,rb,17.284572991766687,501.41306705863656,0.03447172426749976,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1089,rf,19.1844709903297,596.6254856597633,0.032154963962216655,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1089,udder,11.28356097424594,1054.7562491341441,0.010697790113600829,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1098,lb,30.27905963022863,534.6963339453043,0.056628515491796816,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1098,lf,14.67463098411463,722.2421270606065,0.020318159844590757,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1098,rb,22.466008469206916,512.7032104651792,0.04381873959561,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1098,rf,12.452788854424764,705.2493233501831,0.017657285788335995,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1098,udder,10.574480573667433,1243.7106461605167,0.008502363959263449,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1100,lb,18.077817220237772,526.5604614807105,0.03433189261761542,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1100,lf,7.061410947532504,708.6512477907928,0.009964578443269976,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1100,rb,22.276176010194014,381.2889752606344,0.05842334149569072,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1100,rf,16.13937207753268,649.6209737228488,0.02484429033293236,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1100,udder,18.705044660620235,1158.4125101941747,0.016147136271417572,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1102,lb,43.133766925860286,450.9152938775633,0.09565824781621261,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1102,lf,30.215494789791286,822.0724166003307,0.036755271408748943,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1102,rb,25.809396506748108,488.8783462164226,0.05279308585969257,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1102,rf,13.744574628786964,667.6762915181532,0.020585686212602722,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1102,udder,9.67500138628849,1198.796874793264,0.00807059276656604,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1116,lb,17.081490524787657,605.8900910158627,0.02819239129022239,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1116,lf,107.88162911055989,676.1743622633245,0.1595470563974847,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1116,rb,40.10026592544838,550.3371089190142,0.07286491366030962,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1116,rf,56.219265263156146,698.4521881828678,0.0804912150242085,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1116,udder,44.632625068406725,1266.890499512288,0.03523005744031457,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1127,lb,31.31813677616348,429.51272913827944,0.07291550320056002,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1127,lf,38.62598148692344,847.908131926586,0.04555444161050667,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1127,rb,24.008766837935063,311.4082300813042,0.07709740629419691,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1127,rf,10.384955114511012,644.574839857623,0.01611132559378969,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1127,udder,14.951037500282915,1085.0252982252848,0.01377943677878985,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1139,lb,16.62330755274448,467.6355280176621,0.03554757189474413,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1139,lf,31.3260439790278,905.9809224149657,0.03457693556672881,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1139,rb,25.718529341639297,463.03228662496656,0.05554370631279551,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1139,rf,9.413677100026879,608.7661675559284,0.015463535264814183,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1139,udder,11.147311723002861,1148.1664846419308,0.009708793865794891,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1144,lb,26.18779049673797,488.9059971647578,0.05356406067547761,78.55436072813903,459.9684122331248,0.17078207685341118,peri
